text{ key = "map.caption.world_map", value = "World Map" }
text{ key = "map.caption.dungeon_name_1", value = "Hyrulian$Sewers/Ruins" }
text{ key = "map.caption.dungeon_name_2", value = "Sacred Grove" }
text{ key = "map.caption.dungeon_name_3", value = "Abandoned$Pyramid" }
text{ key = "map.caption.dungeon_name_4", value = "Mountaintop$Mausoleum" }
text{ key = "map.caption.dungeon_name_5", value = "Lakebed Lair" }
text{ key = "map.caption.dungeon_name_6", value = "Snowpeak Caverns" }
text{ key = "map.caption.dungeon_name_7", value = "Tower of$the Winds" }
text{ key = "map.caption.dungeon_name_8", value = "Interloper$Sanctum" }

text{ key = "quest_status.caption.rupee_bag_1", value = "Wallet" }
text{ key = "quest_status.caption.rupee_bag_2", value = "Big Wallet" }
text{ key = "quest_status.caption.rupee_bag_3", value = "Giant Wallet" }
text{ key = "quest_status.caption.bomb_bag_1", value = "Bomb bag" }
text{ key = "quest_status.caption.bomb_bag_2", value = "Big$Bomb bag" }
text{ key = "quest_status.caption.bomb_bag_3", value = "Giant$Bomb bag" }
text{ key = "quest_status.caption.quiver_1", value = "Quiver" }
text{ key = "quest_status.caption.quiver_2", value = "Big Quiver" }
text{ key = "quest_status.caption.quiver_3", value = "Giant Quiver" }
text{ key = "quest_status.caption.ocarina_1", value = "Ocarina of Wind" }
text{ key = "quest_status.caption.pieces_of_heart", value = "Heart$Pieces" }
text{ key = "quest_status.caption.tunic_1", value = "Green Tunic" }
text{ key = "quest_status.caption.tunic_2", value = "Blue Tunic" }
text{ key = "quest_status.caption.tunic_3", value = "Red Tunic" }
text{ key = "quest_status.caption.sword_1", value = "Ordon Sword" }
text{ key = "quest_status.caption.sword_2", value = "Forged Sword" }
text{ key = "quest_status.caption.sword_3", value = "Light Sword" }
text{ key = "quest_status.caption.shield_1", value = "Ordon Shield" }
text{ key = "quest_status.caption.shield_2", value = "Hylian Shield" }
text{ key = "quest_status.caption.shield_3", value = "Light Shield" }

text{ key = "inventory.caption.item.feather.1", value = "Rito Feather" }
text{ key = "inventory.caption.item.bomb_counter.1", value = "Bombs" }
text{ key = "inventory.caption.item.bow.1", value = "Bow" }
text{ key = "inventory.caption.item.bow.2", value = "Bow & Arrows" }
text{ key = "inventory.caption.item.bow.3", value = "Bow & $Light Arrows" }
text{ key = "inventory.caption.item.boomerang.1", value = "Boomerang" }
text{ key = "inventory.caption.item.lamp.1", value = "Lantern" }
text{ key = "inventory.caption.item.hookshot.1", value = "Hookshot" }
text{ key = "inventory.caption.item.boots.1", value = "Pegasus Boots" }
text{ key = "inventory.caption.item.cane.1", value = "Cane of $0Ice" }
text{ key = "inventory.caption.item.flippers.1", value = "Flippers" }
text{ key = "inventory.caption.item.cape.1", value = "Magic Cape" }
text{ key = "inventory.caption.item.glove.1", value = "Iron Bracelet" }
text{ key = "inventory.caption.item.glove.2", value = "Golden$Bracelet" }
text{ key = "inventory.caption.item.book_mudora.1", value = "Dingy Page?" }
text{ key = "inventory.caption.item.book_mudora.2", value = "Pages of a Book?" }
text{ key = "inventory.caption.item.book_mudora.3", value = "Book of Mudora$Pages" }
text{ key = "inventory.caption.item.book_mudora.4", value = "Book of Mudora$Pages" }
text{ key = "inventory.caption.item.book_mudora.5", value = "Book of Mudora$Pages" }
text{ key = "inventory.caption.item.book_mudora.6", value = "Book of Mudora$(Unenchanted)" }
text{ key = "inventory.caption.item.book_mudora.7", value = "Book of Mudora" }
text{ key = "inventory.caption.item.apple_counter.1", value = "Apples" }
text{ key = "inventory.caption.item.pumpkin_counter.1", value = "Pumpkins" }
text{ key = "inventory.caption.item.jade_counter.1", value = "Mystic Jade" }
text{ key = "inventory.caption.item.amber_counter.1", value = "Goron Amber" }
text{ key = "inventory.caption.item.alchemy_counter.1", value = "Alchemy Stone" }
text{ key = "inventory.caption.item.plume_counter.1", value = "Goddess Plume" }
text{ key = "inventory.caption.item.crystal_counter.1", value = "Magic Crystal" }
text{ key = "inventory.caption.item.ore_counter.1", value = "Subrosian Ore" }
text{ key = "inventory.caption.item.stick_counter.1", value = "Deku Stick" }
text{ key = "inventory.caption.item.trading.1", value = "Odd Mushroom" }
text{ key = "inventory.caption.item.trading.2", value = "Odd Potion" }
text{ key = "inventory.caption.item.trading.3", value = "Deku Mask" }
text{ key = "inventory.caption.item.trading.4", value = "Moon Tear" }
text{ key = "inventory.caption.item.trading.5", value = "Crystal Ball" }
text{ key = "inventory.caption.item.trading.6", value = "Tasty Meat" }
text{ key = "inventory.caption.item.trading.7", value = "Dog Food" }
text{ key = "inventory.caption.item.trading.8", value = "Bananas" }
text{ key = "inventory.caption.item.trading.9", value = "Goron Vase" }
text{ key = "inventory.caption.item.trading.10", value = "Zora Scale" }
text{ key = "inventory.caption.item.trading.11", value = "Frozen Fish" }
text{ key = "inventory.caption.item.trading.12", value = "Culinary Arts$of Hyrule" }
text{ key = "inventory.caption.item.airship_part.1", value = "Magnetite" }
text{ key = "inventory.caption.item.airship_part.2", value = "Propeller" }
text{ key = "inventory.caption.item.airship_part.3", value = "Din's Pearl" }
text{ key = "inventory.caption.item.bottle_1.1", value = "Bottle$(Empty)" }
text{ key = "inventory.caption.item.bottle_1.2", value = "Bottle$(Water)" }
text{ key = "inventory.caption.item.bottle_1.3", value = "Bottle$(Red Potion)" }
text{ key = "inventory.caption.item.bottle_1.4", value = "Bottle$(Green Potion)" }
text{ key = "inventory.caption.item.bottle_1.5", value = "Bottle$(Blue Potion)" }
text{ key = "inventory.caption.item.bottle_1.6", value = "Bottle$(Revit. Potion)" }
text{ key = "inventory.caption.item.bottle_1.7", value = "Bottle$(Fairy)" }
text{ key = "inventory.caption.item.bottle_1.8", value = "Bottle$(Poe Soul)" }
text{ key = "inventory.caption.item.bottle_2.1", value = "Bottle$(Empty)" }
text{ key = "inventory.caption.item.bottle_2.2", value = "Bottle$(Water)" }
text{ key = "inventory.caption.item.bottle_2.3", value = "Bottle$(Red Potion)" }
text{ key = "inventory.caption.item.bottle_2.4", value = "Bottle$(Green Potion)" }
text{ key = "inventory.caption.item.bottle_2.5", value = "Bottle$(Blue Potion)" }
text{ key = "inventory.caption.item.bottle_2.6", value = "Bottle$(Revit. Potion)" }
text{ key = "inventory.caption.item.bottle_2.7", value = "Bottle$(Fairy)" }
text{ key = "inventory.caption.item.bottle_2.8", value = "Bottle$(Poe Soul)" }
text{ key = "inventory.caption.item.bottle_3.1", value = "Bottle$(Empty)" }
text{ key = "inventory.caption.item.bottle_3.2", value = "Bottle$(Water)" }
text{ key = "inventory.caption.item.bottle_3.3", value = "Bottle$(Red Potion)" }
text{ key = "inventory.caption.item.bottle_3.4", value = "Bottle$(Green Potion)" }
text{ key = "inventory.caption.item.bottle_3.5", value = "Bottle$(Blue Potion)" }
text{ key = "inventory.caption.item.bottle_3.6", value = "Bottle$(Revit. Potion)" }
text{ key = "inventory.caption.item.bottle_3.7", value = "Bottle$(Fairy)" }
text{ key = "inventory.caption.item.bottle_3.8", value = "Bottle$(Poe Soul)" }
text{ key = "inventory.caption.item.bottle_4.1", value = "Bottle$(Empty)" }
text{ key = "inventory.caption.item.bottle_4.2", value = "Bottle$(Water)" }
text{ key = "inventory.caption.item.bottle_4.3", value = "Bottle$(Red Potion)" }
text{ key = "inventory.caption.item.bottle_4.4", value = "Bottle$(Green Potion)" }
text{ key = "inventory.caption.item.bottle_4.5", value = "Bottle$(Blue Potion)" }
text{ key = "inventory.caption.item.bottle_4.6", value = "Bottle$(Revit. Potion)" }
text{ key = "inventory.caption.item.bottle_4.7", value = "Bottle$(Fairy)" }
text{ key = "inventory.caption.item.bottle_4.8", value = "Bottle$(Poe Soul)" }

text{ key = "options.caption.press_action_change_mode", value = "Press Action to$switch video mode" }
text{ key = "options.caption.press_action_customize_key", value = "Press Action to$configure this key" }
text{ key = "options.caption.press_key", value = "Press any key on$the keyboard or joypad" }

text{ key = "options.video_mode.windowed", value = "Windowed" }
text{ key = "options.video_mode.fullscreen", value = "Fullscreen" }

text{ key = "options.commands_column", value = "Controls" }
text{ key = "options.keyboard_column", value = "Keyboard" }
text{ key = "options.joypad_column", value = "Joypad" }

text{ key = "options.command.action", value = "Action" }
text{ key = "options.command.attack", value = "Sword" }
text{ key = "options.command.item_1", value = "Left Item" }
text{ key = "options.command.item_2", value = "Right Item" }
text{ key = "options.command.pause", value = "Pause" }
text{ key = "options.command.right", value = "Right" }
text{ key = "options.command.up", value = "Up" }
text{ key = "options.command.left", value = "Left" }
text{ key = "options.command.down", value = "Down" }

text{ key = "save_dialog.yes", value = "Yes" }
text{ key = "save_dialog.no", value = "No" }
text{ key = "save_dialog.save_question_0", value = "Would you like to" }
text{ key = "save_dialog.save_question_1", value = "save your game?" }
text{ key = "save_dialog.continue_question_0", value = "Would you like to" }
text{ key = "save_dialog.continue_question_1", value = "continue playing?" }

text{ key = "selection_menu.phase.select_file", value = "Select a file" }
text{ key = "selection_menu.phase.choose_mode", value = "Choose a game mode" }
text{ key = "selection_menu.phase.choose_name", value = "What's your name?" }
text{ key = "selection_menu.phase.confirm_erase", value = "Are you sure?" }
text{ key = "selection_menu.phase.erase_file", value = "Select file to erase" }
text{ key = "selection_menu.phase.options", value = "Press the space bar to change" }
text{ key = "selection_menu.phase.options.changing", value = "<  > : choose, Space : validate" }
text{ key = "selection_menu.erase", value = "Erase" }
text{ key = "selection_menu.cancel", value = "Cancel" }
text{ key = "selection_menu.big_yes", value = "YES" }
text{ key = "selection_menu.big_no", value = "NO" }
text{ key = "selection_menu.empty", value = "Empty" }
text{ key = "selection_menu.options", value = "Options" }
text{ key = "selection_menu.back", value = "Back" }
text{ key = "selection_menu.options.language", value = "Language" }
text{ key = "selection_menu.options.video_mode", value = "Video Mode" }
text{ key = "selection_menu.options.music_volume", value = "Music Volume" }
text{ key = "selection_menu.options.sound_volume", value = "Sound Volume" }

text{ key = "title_screen.website", value = "http://sites.google.com/site/zeldabom" }
text{ key = "title_screen.press_space", value = "Press the space bar" }
